product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 19, 2020",Meilleur que je pensais,5.0,"Le produit va très bien et est utile. Cependant la compagnie de livraison Dynamex en livraison rapide reste à désirer... Elle a laissé mon produit devant les boîtes à lettre tout le monde a accès à rentrer pour prendre l'objet....Mon chien est réceptif pour attraper les croquettes. On entend bien la voix au niveau de la caméra, mais mon chien ne comprend pas que c'est moi qui lui parle avec le micro. Caméra de nuit c'est parfait. Merci furbo"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 6, 2020","Works great, would recommend.",5.0,"Works as advertised, bought it on sale. Product performs well, haven’t had an issue with it yet. 2 way speaker/mic sounds clear as well as the pictures. Note, will send an annoying amount of notifications but it can be adjusted in the settings. Neat features, purchased it on sale which was the deal breaker for me price wise."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2018",Initial set up was easy - when I had to make changes to my ...,5.0,"Initial set up was easy - when I had to make changes to my account, I had some difficulties which I worked through with Furbo's support team.  Even so, the joy I get out of this overrides any of the frustration.  I love being able to check in with my dog, say hello and give her treats when I am at work.  My dog is fairly obsessive, but seems to accept the treats that come out and not want to attack the Furbo for more (a problem we had in the past with another machine).  The camera is pretty good, and the angle very wide so we can see all her favourite napping spots.  I love seeing her evil glowing eyes with the night vision camera.  Bonus: it also works on husbands!  I used the treat dispensing function to get my husband's attention when he wasn't picking up his phone ;)"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 10, 2019",Great way to keep an eye on your pooch and your space!,4.0,LOVE this product! Got it for my parents for Xmas and they’re still saying “Best Gift Ever” to me :) The only thing I constructive feedback I would provide is that I wish someone would come up with a specific treat that is the right shape and size for it to shoot only one at a time! So far Nutro Wholesome Essentials Lamb kibble (round reg size) has worked best but it always shoots out multiples and sometimes gets clogged - at least using the kibble I know it’s nutritionally balanced though!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 16, 2020",Good camera quality bad treat tossing,4.0,I like the picture it’s pretty clear with great field of view. I am a bit disappointed with the treat tossing it doesn’t throw as show on the ad barely throw one feet and that’s when it’s on an elevated stand and the extra yearly subscription for some extra should still be free like it use to be
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 2, 2019",Buy this!,5.0,"If you are looking for a camera for your dog then look no further! This is the best money I’ve ever spent. Not only is it a camera. You can record what happens during the day, toss treats, take pictures, and talk through the camera! It is expensive but worth every penny! And if you’re the crazy dog parent like me then you’ll love this! Especially when it lets you know your dog barked or is being active!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2021",Fonctionne vraiment bien !,5.0,"Très bon produit,tres facile d'installer l'applicationdans mon cellulaire .Je peu parler et voir ma chienne en temps réel et lui lancer des croquettes aux besoins."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 6, 2020",easy to use - great night vision - love it,5.0,"I love my furbo camera. It is a great tool when we leave our dog alone for a few hours. I try to avoid talking her because i read that is bad for their anxious problems, but everything works perfectly with the camera and the app is super easy to use"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 6, 2019",Fabulous way to check on your pet AND adds extra security to your home.,5.0,Love our Furbo and so do our dogs.  Works with our IPhones and we can throw them a treat from wherever we are.  You can set up barking alerts so it's an added security feature as you can check to see what's going on that's causing them to bark.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2019",Decent but pricey,3.0,Camera works great. A little expensive to only come with barking notification. You get a bunch of other features for $90 / year which should be included considering the price to purchase the Furbo is $300. Treats need to be perfect size as recommended or else it gets stuck. If it’s smaller then it shoots out a bunch at once. Overall decent machine.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 9, 2020",It's worth it,4.0,"I absolutely hated the price point of this, it took two years and not having something for my Wife's birthday for me to snap call this dog camera. I hate to admit it but it truly is worth the price."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 10, 2019",Good purchase,5.0,Worth having this if your away it alerts you to people in the room ! Or if you if your pet is active! Pretty happy with the purchase! We bought it to look in on our cat while on vacation! Works excellently.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 1, 2016",The product is great. Only thing the noise it makes when it ...,4.0,"The product is great. The images are superbe, very sensitive . It echoes a little when I talk. It does reassure me to see my furbabies. Only thing the noise it makes when it delivers the treats is scary to my 3 dogs . I place the cam near the entrance every time they walk by and I throw treats they run and never come back . Any suggestions? Besides this congrats. I love it !"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2019",Super fun,5.0,We all love it. We have two phones synced to the device and have so much fun tossing our dog treats while we’re at work.I bought it as a present for my partner and when it arrived it had stickers on the packaging saying furbo.... which kind of sucks because she knew what she was getting for Christmas. So if you’re buying it for someone as a present make sure you get to the door first!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 1, 2019",Love it! Bought it because of Ellen DeGeneres lol,5.0,Great product! I use it every time my dog is at home! Easy to install.It alerts you on your phone when your dog is barking. You can see her anytime you wish :) And you can throw food for your dog!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 24, 2019",I LOVE LOVE being able to check on my FurKid when I'm not home,3.0,"I absolutely love this product & honestly don't know how I lived without it for so long!!  It gives me such a relief to be able to check in on my fur kid when I'm not home.  The set up was so easy, as well as using the app.  The only negative thing I have to say is that the treats sometimes get stuck or don't get dispensed until after 3-4 tries, not all the time kind you but it's happened about 3 times so far, but perhaps I just need to use a smaller treat?  I am going to try that next"
